Name,Comments,Travel_Date,Writing_date,Rating of 5,O/D,Secteur,Contribution
Bob J,I frequently travel to Morocco and I am always appalled at royal air Marc. Nearly every time I go I experience delays and when someone or I ask most of the time they do not know. Planes are also dirty and are not cleaned properly. Even my tray for food was dirty the last time I traveled.,July 2024,,1,Casablanca - London,International,
omirin e,"Sadly this happened to me, it's been 5mnths now that my luggages was missing and logged the complain...I was promised to be compensated and given a claim reference number Till now they have not paid the claim after requesting my account details Royal Air Maroc | Votre requête N°2539140816",March 2024,,1,Lagos - London,International,
Amin K,"Liars, bad treatment , they promised us transportation and hotel , one agent escorted everyone away from the gate and then just disappeared leaving everyone to their own faith, kids , older people, NEVER NEVER NEVER AGAIN ROYAL AIR MAROC",August 2024,,1,Washington DC - Casablanca,International,
Coastal50540972331,"I have 3 luggages missing with very valuable family items, I made a claim in the airport immediately; 2 weeks later no word and help whatsoever!!!!! I have pictures of the 3 missing luggages but no way to submit them to anyone!! 1- CUSTOMER SERVICE NOT HELPFUL: When I call customer service: They will read the same script and tell you they handle booking and not luggage, but they do not have customer service number or an email for luggage service. The only answer: KEEP WAITING; SOMEONE, FROM THE LUGGAGE SERVICE, ONE DAY WILL CALL YOU. 2- CUSTOMER SERVICE WILL NEVER TRANSFER CALL TO A SUPERVISOR, IF YOU INSIST THEY WILL BECOME RUDE, HANG UP ON YOU and BLOCK YOUR LINE FROM CALLING!!!! 3- CUSTOMER SERVICE EMAIL USELESS: If you email serviceclient@royalairmaroc.com , email will respond back with that ""email cannot be processed as email inbox is is assigned to ongoing claims introduced through the dedicated form available in our website."" 4- LUGGAGE INVENTORY FORMS EMAIL BOX IS FULL: I have tried on multiple occasions to use the luggage inventory form and submit it to inventoryform@royalairmaroc.com I received back ""The recipient's mailbox is full and can't accept messages now. Please try resending your message later, or contact the recipient directly."" So I cannot receive a reference number. 5- CUSTOMER COMPLAINT FORM NOT WORKING: When I submit a claim form in https://www.royalairmaroc.com/ma-en/information/service-claims; It does neither give a claim or reference number back NOR an email confirmation.",August 2024,,1,Paris - New York City,International,
Abena C,"Maybe I’m just spoiled by being use to being treated as if I were a human.. but this wasn’t it. Between the food, the services, and accessibility support, the cleanliness of the plane, and entertainment … I’d have to give it a -10,-10,-10 across the board [in my rupaul voice] because what what that I just experienced? This was by far the most ghetto flight experience of my life. The only redeeming aspect is that I was given a hotel room for my long layover.. however she was disgusting and I refused to sleep in the bed. Nothing about my experience was positive..I am actually offended, and will never fly again.",August 2024,,1,Accra - Madrid,International,
shilpi v,Horribly managed Airport. They treat you like cattle. Air Maroc counters suck . Air Maroc has the worst 2airline staff. Air Maric lady supervisor doesn’t even speak to people . We were sent to 3 different counters for check in.After doing this for 30mins we were told to go to the supervisor. The supervisor was right there but she said she isn’t the supervisor (just wanted to run away from the situation) …Pathetic women on duty on 25th Aug 2024 at 2pm … None of the staff were cooperative and they refused to tell us her name . Bad experience flying Air Maroc .Staff is unprofessional and absolutely lack training .. Never ever ever fly this Airline,August 2024,,1,Casablanca - Lisbon,International,
Esther K,"This is the most horrible flight have ever seen. Took days to get my items. Already got spoilt. I wish to sue them cos they ought to have informed in their booking I spoke to a very rude customer service, she spoke to without remorse Am so pained and frustrated",August 2024,,1,Lagos - London,International,
Marc C,"After a heavily delayed flight, on arrival in Casablanca the luggage had not been delivered to the carousel around an hour after landing. I went to the lost luggage counter operated by Royal Air Maroc. The attendant there was extremely rude and unprofessional in her general manner. She told me my luggage was still in Frankfurt creating an enormously stressful situation from me. After trying to deal with he matter for around 20 minutes, my friend texted me to say my suitcase had arrived on the carousel after all!",August 2024,,1,Frankfurt - Casablanca,International,
Lebron,"I had the absolute worst experience with Royal Air Maroc! I booked a flight from Marrakech to Marseille with a stop in Casablanca, only to receive a message 6 hours before departure saying that the flight from Marrakech to Casablanca was canceled. There was no clear explanation given, leaving us completely in the dark about what was happening. They said they would provide a ride to Casablanca at 4:30 PM, but we didn’t actually hit the road until 5:30 PM! Keep in mind, our connecting flight from Casablanca to Marseille was scheduled for 7:55 PM, and the drive to Casablanca takes at least 3 to 3.5 hours. Because of this ridiculous delay, we missed our second flight to Marseille. Royal Air Maroc’s handling of the situation was chaotic and unprofessional, with no regard for their passengers’ time or plans. This caused us a huge amount of stress and inconvenience. I will definitely think twice before flying with them again.",August 2024,,1,Marrakech - Marseille,International,
Dream66937801196,"One of the worst experiences in airports of my life. Flight was over 9h delayed and they didn't give us a single piece of information. Even after the delay, they still manage to screw up boarding, leading to additional delay. Overall shocking",July 2024,,1,Casablanca - New York City,International,
zeinab g,A month has passed since my flight. I have not received my luggage yet. I have not been compensated. No email is answered. Complaints on the site are not handled at all. This company does not accept any responsibility for the passenger's property?😐😡😡😡😡😡😡😡😡😠😠😠😠 Don't trust this company,July 2024,,1,Casablanca - Madrid,International,
S7191ZIscotts,"This was my 2nd time flying this carrier. I only flew them because of the direct flight. The flight itself was not bad and the luggage handling was fine with no issues. The only issue I had and I see many comment on the same is their lack of organization at the check-in counter as well as at the gate boarding the aircraft, customer service both in the airport and onboard. I have not dealt with their customer service number to comment on that. But the staff in the airport do not crack a smile, do not welcome you and act as if you are bothering them. Flight crew were the same pretty much, no smiles, no welcoming and if you ask them a question they act as though I'm bothering them. Almost like everyone hates their job. What's going on there? I think it's time for the management at this company to look over their reviews and want to get their ratings up and try to improve on the customer service experience. Customer service is what retains repeating customers as well as word of mouth.",July 2024,,2,New York City - Casablanca,International,
Joe Z,The worst airlines ever I travel from dallas to Casablanca when I arrived my luggage never made it and after a week keep sending me one at the time and all my luggage arrived damaged and not c,August 2024,,1,Dallas - Casablanca,International,
Eric O,Royal air Maroc is the worst airline you can ever fly. I have had a claim pending for 3 years and every time I call in I get told my claim is being investigated and will be settled in a matter of days. My flight was delayed for 5 days all good perished after they had lost my suitcase and was never found for days. When I ask to speak with a manager they would say there is no manager and hang up the phone. Their staff are extremely rude with terrible customer service standard. Please do not fly this airline unless you are prepared to deal with the consequences.,September 2023,,1,London - Lagos,International,
shaheed r,I have traveled around the world. I have never experienced such unprofessional airline personnel concerning these flight arrangements. Never never again would I fly Royal Air Maroc. ABSOLUTELY HORRIBLE.,August 2024,,1,New York City - Abuja,International,
Temi T,"Pretty terrible experience for me. I had a connecting flight and when I got to Casablanca there was a huge line and nobody knew why we were queuing. Staff did not communicate this and were extremely slow and letting people through and I nearly missed my connecting flight. The plane wasn't clean where I was sat and to top it off they lost my luggage, and then when it did arrive it was damaged. The process for customer service to claim for this is not user friendly.",January 2024,,2,Lagos - London,International,
Loren B,"As a frequent traveler, I rely on airlines to provide a safe and comfortable journey, and unfortunately, my experience with Royal Air Maroc fell short of expectations. This review outlines the issues encountered during my recent flight, the second leg of my journey from New York to Istanbul. Arriving at CMN, a small airport, I anticipated a smooth transfer to my connecting flight. However, the use of a shuttle runner to board the plane on the tarmac presented an unexpected discomfort. The shuttle bus lacked adequate ventilation, subjecting passengers to stifling conditions with closed doors and no communication or driver for five minutes. This neglect of passenger comfort also posed a significant safety risk, which was deeply concerning. Upon boarding the plane, the discomfort escalated as the interior was exceptionally warm. The lack of adequate cooling led to distress among passengers, with reports of individuals becoming ill. Furthermore, the malfunction of approximately 85% of the in-flight entertainment systems was an additional disappointment. Requests for assistance regarding the non-functioning televisions were met with indifference from the attendants, who displayed a callous disregard for passenger experience. Adding insult to injury, the inoperative television screen installed upside down in my seat exemplified the lack of attention to detail. Although the flight eventually cooled down after takeoff, the initial discomfort and the prevalent technical issues tainted the overall experience. Despite these setbacks, the flight concluded without incident, and the plane landed safely at the destination. However, the singular food service providing a full meal, without any additional drinks or snacks, left much to be desired, especially in light of the other deficiencies experienced during the journey. In conclusion, my experience with Royal Air Maroc's CMN shuttle runner and in-flight service fell short of basic expectations. The lack of effective communication, discomfort, technical malfunctions, indifferent staff attitude, and limited food service collectively marred what should have been a seamless and enjoyable journey. As a passenger, I hope that Royal Air Maroc addresses these issues to enhance the travel experience for future customers.",July 2024,,2,Casablanca - Istanbul,International,
NorthStar00121519578,"Worst customer service ever.the royal air maroc staff in JFK is unprofessional,rude and impolite especially their supervisor.",August 2024,,1,New York City - Casablanca,International,
prudy,"They are the worst airline ever. I booked a wheelchair service for my mom, and they left her at the airport. When I called them, they told me my mom did a no-show. They couldn't tell me the whereabouts of my mom. I had to involve the British police, who contacted Interpol before I could get information on my mom. I'm still dealing with this issue with them. Also, her luggage took three days to arrive. They have the worst customer service agents ever! They are terrible!. Please avoid them at all cost!!",July 2024,,1,London - Accra,International,
Johanna C,"I purchase 3 tickets back in 2020 right before covid then covid hit. They told me they will give me vouchers. I called back on 2021 to use them and they didn't applied them. never received confirmation for the new flight horrible. I called several time to receive the confirmation of the flight, never did. Every year I called to find out when I will received my refund and nothing",September 2023,,1,Miami - Amsterdam,International,
Odnamra S,"The flight itself was uncomfortable, with cramped seating and limited legroom. To make matters worse, the in-flight service was lackluster—staff were inattentive and the food served was subpar, the airplane was really dirty even the seats were visible damaged. Additionally, the baggage handling was problematic. Upon arrival, my luggage was damage.",July 2024,,1,Malaga - Miami,International,
Kemi A,This airline Airmaroc is an highly incentive one. I traveled from Lagos Nigeria to London on the 20th of July 2024 today makes it 16 days after arriving London and one of my suitcases is yet to be delivered. The first was delivered on the 24th of July 2024 exactly 4 days after my arrival. I have sent several emails to them with no response. I have called their office with nothing concrete to say about the whereabout of my other suitcase. I want to claim from insurance I took I can't because the airline has not declared my luggage missing official today the 6th of August 2024. This is an airline that should not be flown by anyone because they are an unorganized one. With no sense of duty to passengers and I see them as a useless organization for crying out loud why would you not response to enquiries about the whereabout of a luggage I checked in with your airline. I call on everyone involved in monitoring of the aviation industry to come to my rescue and help me get justice from Airmaroc. Aderinmola Akinterinwa,July 2024,,1,Lagos - London,International,
darlyne t,"This trip was a nightmare from start to finish. After a six-hour delay on our flight from Dulles to Paris, my family and I missed our connecting flight in Casablanca. We spent hours in line for a new connection, only to be stuck in a hotel with a terrible free meal. Just when we thought it couldn't get worse, we had to use the same airline to get back home. The flight from Paris landed late in Casablanca, and we almost missed our next flight. After an exhausting eight-hour flight, we spent over an hour searching for our luggage, only to find out all seven bags were missing. Two weeks later, there's still no update. Customer support is useless, and after reading other reviews, I'm convinced our luggage was stolen. The airport won’t even tell us where it is. This airline is an absolute disaster.",July 2024,,1,Washington DC - Paris,International,
Kawtar A,"I recently flew with Maroc Air to Dubai on flight AT 246, and I must commend the cabin manager, Mouhssine Mizhar, for his exceptional professionalism and handling of a critical situation! During our night flight, Mizhar demonstrated an extraordinary level of competence and calm when a passenger suffered a severe medical emergency. His swift and decisive actions ensured that the situation was managed with utmost care and efficiency. Mizhar's ability to remain composed under pressure was truly impressive, and his clear communication with the crew, the casualty, and Medlink was exemplary. His dedication to the passengers' well-being went above and beyond, turning a potentially dire situation into one where everyone felt cared for and secure. Beyond the emergency, Mizhar’s attentive and courteous service throughout the flight was remarkable. He maintained a high standard of professionalism, making sure all passengers were comfortable and well-informed. Mizhar's exceptional performance is a testament to his expertise and commitment to passenger safety and satisfaction!!",July 2024,,3,Casablanca - Dubai,International,
Nour L,Expensive yet terrible customer service. Worst call center. Rude and unprofessional staff at check in . Losing luggage is nightmare experience. They should fire or retrain 90% of their current work force. Hope to see some real competition soon. Avoid this airline if you can.,July 2024,,1,New York City - Casablanca,International,
Michael B,"I can't begin to explain how horrible this airline is and how lazy the staff is. They're late taking off, they miss connections, they misplace bags but don't care that they have any of these problems. The staff lost bags and said it could take any number of hours to find them. They transferred me to Turkish Air and their staff found them in less than 20 minutes. RAM employees are useless, especially in Morocco. This company needs to get bought out.",July 2024,,1,New York City - Casablanca,International,
delphine k,"Because the connection in Casablanca was short (55 minutes), my suitcases were not at the arrival in Miami. I had to wait an additional 40 minutes to fill out a paper and finally did it myself as I had a pen. The next day I went to the airport and an agent told me I should wait 1 or 2 weeks (as of it was normal and was not a problem to arrive without clothes, medicines....). I asked and I got a claim number. But I realized later it was just a way to keep the client happy. The truth is that their world wide tracer for luggages is not even being updated whatever happens. I had to go to the airport 5 days later to get 1 suitcases (the other one still not arrived) but the system is still tracing it as lost even more than a week later. The staff is also so overwhelmed that I had to wait 90 minutes (until 11h20 pm) 5 days after my arrival for an agent working also for Turkish airlines to finally bring me my first suitcase, which had been tagged (""rush"" in Casablanca 3 days before). I gave up calling because the only thing they can do is check in the system if there is any progress and both suitcase are still missing. What a joke! And what a frustration for me.",July 2024,,1,Nantes - Miami,International,
jon k,"Stay very far away from theses crooks and gangsters.. I paid large for business class from milan to miami through casablanca.. They were late, made me miss their own connection by 5 minutes , was stranded at their mercy in Casablanca.. They had the absolute worst customer service ever, when they stranded me in casablanca ,, they made me wait at airport for 4 hours while they did nothing. Then they booked me next day at 7 am cmn to jfk, to mia , they lost my luggage and never actually bought my ticket with AA to miami from JFK so once again I was stranded in JFK having to get to miami on my own without luggage. When i went to RAM desk at JFK , they told me to go away and file a complaint and completely refused to honor the business class ticket i had with them.. STAY VERY FAR AWAY!!!!",July 2024,,1,Milan - Miami,International,
donalds M,"I had the worst travel experience of my life flying RAM. The take off flight leaving Abuja. Nigeria was delayed and when we got to Casablanca, there was no connecting flight to take us to Manchester as originally scheduled. We ended up sleeping in the smelly disorganized airport with no help from their customer service. After much screaming and pleading the next morning we were issued a ticket to Gatwick instead in Manchester. When we arrived Gatwick was the beginning of my nightmare! I couldn’t find my luggage. After much complaint and calls. One of my luggage’s came in 3days later and it was vandalized and all my valuables were gone! Every attempt to contact this very disgraceful airline has been futile. Don’t fly them. They are thieves on all fronts. I am yet to recover from this trauma !",July 2024,,1,Abuja - London,International,
faissal y,"don't fly with royal air maroc , i have been traveling all my life , i have never experienced any air line company like this one, the worst company ever .trust me . I git mu flight delayed by 48 hours and they let me stay in the street , they just don't care specially when is not your fault",July 2024,,1,Milan - Fez,International,
Dieynaba S,RAM is the best way to lose luggage and miss your connection flight. they will leave at the airport for 12 hours. It's the worst company ever. I will NOT recommend it to anyone.,July 2024,,1,Miami - Dakar,International,
Maha E,"I don’t know from where to start exactly I had a flight on the 18 of april from Casablanca back to Doha , the flight was delayed first from 2 PM to 9PM which though was frustrating because no one is helping you neither on the airport nor when you call their guest service center ! Then at 5 pm we received another message that the flight got delayed from 9 pm to 2 am in the morning , when we went to the checkin counter to ask they’re saying that its not their responsibility and they are not aware of anything as if they are not working for the company, the hostesses in the airport are a significant of the word unprofessionalism , they don’t know how to talk nor how to handle the situation . After spending almost 1h asking here and there they decided to take us to a hotel where to rest without giving a proper explanation of why this is happening or anything . 2 months later which is last week my parents were traveling from Paris back to Morocco the exact thing happened to them and what made it worst is the fact that they only informed them at the time of boarding , same scenario they took them to a hotel until the next morning while waiting for the plane my mom asked one of the uneducated, unprofessional hostesses to give her a muffin they were giving for the passengers waiting , the hostess said GO AND GRAB IT YOURSELF! Please make sure to educate your staff what is guest services and what is guest experience cuz you are humiliating yourself in from of the world !",April 2024,,1,Casablanca - Doha,International,
Yaya B,"DO NOT FLY WITH RAM IF YOU RESPECT YOURSELF. This airline is a disgrace, they have no respect or consideration for people who give them their money for a service. All they care about in collecting your money, but your luggages, please be sure that they do not care about it and you won’t get your luggage unless it’s a backpack that you’ll keep with you. Any luggage that you check in will be lost. I came in the plane with my cabin luggage, because as usual they were late, the flight attendant told me there isn’t space anymore on the flight and he pointed out a little area on the plane where he will leave my cabin luggage. This was a trick for me to shut up and go seat down, once we arrived, I asked for my luggage just to find out that it has been removed and left in Casablanca with no tag on it. Up to this day my luggage has not been found. THIS AIRLINE NEEDS TO BE STOPPED, THEY HAVE NO SHAME AND DO NOT DESERVE TO HAVE CUSTOMER",June 2024,,1,Paris - Abidjan,International,
Abdel K,It’s not the first time or second Fly Morocco Airline company. Same problems every year. They horrible. The getting worse and worse,July 2024,,1,Dakhla - Oujda,Domestic,
Ashraf K,I had trip with this airline really I don’t recommend you to fly with Royal air maroc food (disaster) and staff are not that professional not all of them and i ask them to give me cover because i feel so cold they told me we don’t have imagine 8h without cover So i don’t recommend it and i will never fly with them Thanks,June 2024,,1,Doha - Cairo,International,
Merveille D,"My Grandma suffered a lot with the airline Royal Air Maroc. She has hypertension and is diabetic so she needed a wheel chair, but as soon as she landed at Casablanca, they took her wheel chair from her, claiming that other elders needed it more. Despite that fact that we have paid for her to have it the entire trip. Now she has inflation in her legs for which she needed to go to the hospital for. They were very mean, and tried to scam her saying that her passport was not valid. If not for one young lady’s help she’d probably be stranded. Never use this airline.",July 2024,,1,Washington DC - Abidjan,International,
Andrew S,"I have never written a review but this was so terrible I want people to know they should never ever use this airline. They left 40-50 stranded in Casablanca and all they had to do was hold the flight a few minutes. Never got us to our final destination. Had to fly to JFK, rent a car and drive to DC.",July 2024,,1,Barcelona - Washington DC,International,
Raymond A,"Please avoid this airline they are the worst airline ever, I flew from London to Lagos Nigeria on the 8 July 2024 only to discovered that my luggage is missing till today after 1 week my luggage has not been found I was told that they can't track it to know the location while another lady that we came back together was told that her luggage is in Rwanda. One whole week gone and I have not found my luggage I was only meant to spend a day in lagos because I was going for a business trip in Accra. I had to cancel my flight to accra been paying for hotel in lagos and accra hoping to see my luggage, all my medication and documentations were in the missing luggage. I'm planning of suing them when I get back to England. This is the worst Airline PLEASE BOYCOTT ROYAL AIR MOROC.",July 2024,,1,London - Lagos,International,
Fraydoon E,"They change the flight from Malaga to Casablanca and didn't change the connect flight to Washington DC so in that process we lost our connect flight which cost us big money and still could not get a penny from them after 7 month . Plus awful reservation system ( obviously!) the most inefficient customer service ever! Do not ever get even close to this airline , never. If you send anything to their serviceclient email you ll get a message saying do not send your meaasge to serviceclient@royalairmaroc.com Send it to serviceclient@royalairmaroc.com That is the same inbox , funny , right! They dont want you to contact them",January 2024,,1,Malaga - Washington DC,International,
donalds M,This is the worst airline on Earth. You can imagine what we are currently going through. Flight time is significantly delayed and there has not been one customer service representative to address customers. This is a total failure. Never ever book this dead beat airline if you value your time and any events you had planned.,July 2024,,1,Abuja - Manchester,International,
Soji C,"A friend recently posted on LinkedIn advising fliers never to fly Air Maroc. Today, July 13th, 2024, flying Air Maroc from Montreal through to Casablanca for a connecting flight, I had a 2 hour delay from Montreal. At Casablanca I missed the connecting flight, and was slammed with a replacement boarding pass for another flight scheduled for 24 hours! I wasn't the only passenger slammed with this. There were several others, many with little children and babies, and I cried as I saw them struggle to cope with the discomfort. No airline official to talk to us. Not any form of resources to ameliorate the pains. It is my second time on Air Maroc, and the first experience was equally unpleasant. I will keep all the boarding passes from this flight, and from today, I SHALL START A FULL FLEDGED CAMPAIGN AGAINST flying the airline. The airline is a disgrace to the hospitality that Arab nations are known for. I will go all out, on every form of social media, to show how badly the airline treats fliers. I have taken enough pictures of mothers and children sleeping on the floor and makeshift beddings from their luggage. The delay was not caused by weather conditions or natural events. It was totally the airlines problem! PLEASE NEVER CONSIDER FLYING AIR MAROC EVEN IF IT IT THE CHEAPEST THAT YOU COULD FIND! EVERYTHING HOSPITALITY ABOUT THE AIRLINE IS POOR! EXTREMELY POOR! MOROCCO SHOULD BE ASHAMED OF THIS ENTERPRISE! THE ARAB NATION NATIONS SHOULD BE ASHAMED OF IT! THE AIRLINE TREATS HUMANS LIKE STRAYED ANIMALS! PLEASE DO NOT PATRONIZE IT!",July 2024,,1,Montreal - Casablanca,International,
Traveler16658437155,Terrible customer service. The people act as if they do not understand English when it comes to navigating the airport . Not willing to assist in any way,July 2024,,1,Lagos - London,International,
zineb h,"Worst customer service ever. We had a flight today paid 500£/person for it I'm allowed to 23kg checked in baggage, 10kg hand luggage + one personal item. The rude lady at check-in, in casablanca airport told us that the total of personal item and hand luggage has to be 10kg. Which I never heard of in my life. The problem was that the check-in luggage was only 18kg still she was insisting on reducing the hand luggage and the back pack which only had my laptop and tablet in it to 10kg. Otherwise I have to pay 40£ extra for it. She was so rude to the point she left us standing at the check-in counter and opened another one. I asked for a supervisor and then one off the check-in agents came and said she was the supervisor with no name tag and refused to give her name. I made her aware that I'm a pregnant lady who's really sick and you guys are stressing me out and making me do extra work for no reason as the total of my luggage is not over weight. She did not care about that and said if u pass out with the stress we will call an ambulance in a very rude way. I find this very disrespectful as a costumer who paid a lot of money for my flight and for someone who doesn't care about my welfare. This was my second bad experience with royal air maroc. I didn't complain before but this time they made me cry as no body deserve to be treated like this. I would not recommend this company to anybody.",July 2024,,1,Casablanca - London,International,
mohamed r,1) we were allowed 4 suitcases. We had 3 . One bag was 2 lbs over . They asked us to move things to reduce the weight.2) #grumpyface : none of the front desk folks had a smile. They were possed to be at work 3) there about 5 hostess in the business class : they take turns to sleep on a 7 hour flight 4) this remind me of Indian Airlines in 2000 5) They have the World Cup in 2030 and they have and airline from 2000s 6 ) Bed are not lie flat 7)Food bring your own :8)Very old planes Easy to fix #service #customerservice #foodquality . They need to hire a new leader from a repair line like emirates or Singapore who can change the culture,July 2024,,2,Casablanca - New York City,International,
Scott F,"This airline is not one I would ever use again. I only used them because their flight times were perfect for our vacation and they are a One World partner with American Airlines, but someone at AA should really evaluate that because this airline was pretty terrible. The plane was so dirty I can't even really find words to describe it. The food didn't seem terrible until we all had it exploding out of our body in the restrooms around Miami (sorry to multiple Miami businesses for what we did to your bathrooms as a result). No WiFi on a 9 hour flight and the screen in three of the four seats didn't work correctly. They also take any water you have, including what you buy in the airport and only give you a couple paper cups full of water for the entire flight. I wouldn't recommend this airline to anyone, including enemies!",July 2024,,1,Barcelona - Miami,International,
T.Cameron,"HORRIBLE AIRLINE. Check in at Casa Blanca was terrible including fights at the baggage transfer lines. The plane was dirty, food was bad, we only had two glasses offered of water throughout the flight. Screens were not working in our area and so headsets did not work.",July 2024,,1,Tunis - Washington DC,International,
Charlotte B,"My experience with RAM was catastrophic, so much so that I vowed never to fly with them again, even if it cost me more. On a stopover in Casablanca (to Marrakech), the plane was delayed for over 6 hours. 6 hours of stress without any clear information being given, without water or snacks (we were stuck in a terminal with no shops or anything). After this incident (more than a year ago), the airline offered compensation but never made the transfer, despite hundreds of written messages by e-mail, twitter and telephone (a paying service). No doubt they hope their aggrieved customers will forget... This is a company to flee, unreliable and with an incompetent after-sales service.",August 2023,,1,Paris - Marrakech,International,
Sara,"Worst airline ever. Please please save yourself headache, money and time and DO NOT book this airline. The customer service is AWFUL on the phone. They shout at you, talk over you, tell you you're lying. They're VERY BAD. The airport staff have NO idea. It's totally useless. Please don't book this airline.",July 2024,,1,Casablanca - London,International,
Destination551312,"A good trip overall. The New York to Casablanca flight was during the day with a two hour layover in Casablanca before the flight to Monrovia. Both flights were full. The 3.5 hour flight from Casablanca to Monrovia left at 1:30 a.m., and they served a full meal. Both flights were full and the service was fine. The return flights were also ok. The crew on the Monrovia to Casablanca leg were a little less organized and seemed to have a harder team dealing with passengers on the full flight. A cold breakfast on that leg, but more than you get on many US airlines on international flights.",January 2024,,4,New York City - Monrovia,International,
David T,"Do not use this airline. They took our bags, cancelled our flight and never cared to contact us regarding any of the incidents. Took over a week to get two of our bags back after over a dozen calls. No idea where the rest of them are. Everyone over the phone promises refunds and that the bags will be returned but no one ever follows through. We’ve been told multiple times someone will contact us but no ever one does. They are just trying to get you off the phone. Not sure how they can do business in the US.",June 2024,,1,Washington DC - Barcelona,International,
Jack V,"Three other reviews from the same flight I was on here. We got diverted to Boston when our destination was IAD (Washington DC). Originally had to wait for a 3 hour delay in Casablanca. After take off, we’re then forced to exit the plane in Boston. The airline never gave us any method of getting to our destination. Had to miss a day of work and pay several hundred dollars in same day flight tickets to make it home. Still haven’t heard from RAM. Avoid. Avoid. Avoid.",June 2024,,1,Marseille - Washington DC,International,
NorthStar09493949417,"Horrendous Experience. They lost my suitcase, which I guess happens, but I couldn't get in touch with anyone from their side to get any help. In addition, flight was delayed for an hour, then once we boarded, they kept us on the ground for 2 more hours, so that passenger from another delayed flight could catch this flight. In addition, Casablanca airport is the most stressful airport I have ever experienced. Airport staff trying to get you to tip them left and right, and Wi-Fi barely working. I will definitely be avoiding this airline at all costs.",July 2024,,1,Malaga - Cairo,International,
GCLAN4,"America. Avoid this airline. Read the reviews. It's all true. Cancelled flights....they intentionally force American travelers to spend 24 hours in a garbage dump of a city, Casablanca. Stolen Luggage...yes, the staff will STEAL your luggage at the airport: you are NOT getting your luggage back! It's being sold to another tourist in a crime infested Medina. Rude, incompetent, and lazy staff across the board. A GIANT TOILET! In fact, I will NEVER travel through Morroco again, for any reason. Also, file a dispute with your VISA/Mastercard. Get the charges reversed.",May 2024,,1,New York City - Madrid,International,
PassportGregory,"Without a doubt, the worst customer service of any international airline. Theie service reps are arrogant, short tempered and very rude. Never fly this horrible airline.",July 2024,,1,Washington DC - Casablanca,International,
Luthilu,"This was the complaint that I sent to Royal Air Maroc Booking Reference: RA7MGF Flight Number: QR4567 On 29th March 2024 I booked my flight to Casablanca, Morocco as well as one from Casablanca to the UK. At the end of April, my husband visited the Royal Air Maroc office in Doha, Qatar, where we are residents. He went in to try and organise our seats as we were flying for the first time with our 10 month old son and wanted the bassinet seating. He was told that because we had booked early, we could not reserve seats. However, they were able to change mine and the baby’s seat from Morocco to the UK, my husband would be charged so we just stuck with my seat and the baby’s. They then told us that because the flight was Qatar Airways, we would need to reserve our seats through them; we tried and they told us it was a Royal Air Maroc flight and so it was up to them. We were told to just wait until we get to the airport and make the request then. On 14th June (the weekend before Eid) we had a flight 01.35 so because we knew it would be busy, we arrived at the terminal for 9pm. There was already a queue for the Royal Air Maroc check in, some people had queued for an hour already!. When check-in finally opened, the men ‘organising’ the queuing system had not taken any note of who had been queuing the longest and so they just let people go in any order. As you can imagine, arguments and fights broke out. By the time we got to check in, we were told that there were no bassinet seats left; what a surprise! Check in took so long that we had less than an hour to go to use the facilities, see duty free and then get ready for boarding. We were told to be ready for boarding at 12.35am! We got there early and the queue was huge. There was nowhere to sit and it was chaos. There was no way that the flight was leaving at 01.35am. Usually, with most other airlines, when boarding is ready, business class goes first, then families and then in order of the plane from back to front. Of course, this did not happen with Royal Air Maroc, it was a free for all. There were elderly people, pregnant women, families with small babies all being knocked about by those who just wanted to get on the flight. We stayed and waited, not wanting our child to have to sit on a stuffy plane for any longer than need be. Quite honestly, it was a disgrace. When we finally saw the back of the queue, one of the ladies checking boarding passes moved us forward, not that it made much difference because the man getting everyone on the bus was horrendous. He was trying to put so many people on the bus that he asked us to take a baby out of the pushchair we had whilst he was fast asleep just so he could squeeze us on the bus. This meant that we had a grumpy baby, standing room only, and when the bus moved, we were being thrown all over the bus so my husband was struggling to hold our 10kgs son when we could have just waited for the next bus! On the flight, our luggage just got scattered across the plane. We had a window seat and a middle seat, luckily the person in the aisle seat was very understanding. As our son wanted to sleep, I had to lay him on my lap and the food tray in front of me for him to get any comfort. I missed the meal and there was no consideration for this later. No one checked in and asked if I needed anything. My husband shared his food with me. Because we were busy with our son, we missed the point where they collected the food trays in, so we called for help to have it removed so we could change our son’s nappy and then we could rest. It took 30mins for someone to come and help us! The staff could be seen chatting and having a drink but not one came out until they were done. So my son was screaming to be changed much to the annoyance of passengers I’m sure all because not one cabin crew member could be bothered to come and check on us. Please note that we weren’t the only ones waiting. By the time the cabin crew finished, there were 6 lights on just in our section! Finally, why don’t you have female cabin crew in all areas? Is it appropriate to only have males? Overall, if I had to choose next time, I would go with the Qatar Airways flight in the morning. I just hope that more passengers complain because the situations above are avoidable with some common sense and basic organisation skills.",June 2024,,2,Doha - Casablanca,International,
